Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,QGE613,QGE614,QGE615,QGE637,QGE638,QGE639,QGE661,QGE662,QGE663,QGE742,QGE743,QGE744,QGE760,QGE761,QGE762,QGE685,QGE686,QGE687,QGE621,QGE622,QGE623,QGE645,QGE646,QGE647,QGE669,QGE670,QGE671,QGE748,QGE749,QGE750,QGE766,QGE767,QGE768,QGE693,QGE694,QGE695
321.0253082,0,0,0,0,0,0,0,0,,None,322.0325846,0,0,210743728,239946704,237371824,202793568,227007520,203931264,138731184,182355088,184590768,230500832,123878968,178565648,273037280,275955808,287909440,99927512,209508144,195269456,105476544,173972832,52807016,222226144,182510896,195182240,218399520,306420448,269576128,183840032,174039424,168159776,267538544,256980320,290014176,218261632,228352080,253503504
321.0365916,0,0,0,0,0,0,0,0,,None,322.0438681,0,1,66302376,76401608,81576360,61923928,65772564,71302776,50880168,64013440,59007396,77375944,54099488,69267968,80459712,84492352,92874296,38733268,65165092,61297476,43233712,57548112,28091738,66791128,52798760,61275792,62964508,63675092,76195776,59862276,59466080,53897736,68358224,68744528,73073600,67217528,67772488,78505992
321.0405415,18,10,6,0,0,0,0,0,CHO,ConHC,322.047818,-0.248119682,1,83866024,80071616,85950880,68674128,75242512,87473784,73277088,79971456,72409504,86862280,79150616,83833336,84817848,90030136,96216624,83248592,101766944,95425344,65892780,75636048,61572436,81798864,78144800,94879368,74138392,71064272,74295232,73739520,79028568,80144896,89903176,88077640,91341752,89843832,87253056,94971904
321.0445242,0,0,0,0,0,0,0,0,,None,322.0518007,0,2,26255780,26356670,26907038,23757390,25615374,24428148,16838302,21386362,22557082,23603646,16432658,22266352,26326964,27582510,27264552,14415310,21681944,21017404,14682537,20819274,8979793,22726348,20202780,20512390,22016788,21506766,24942522,22359286,19382606,17365496,22356032,23790916,24638380,22632560,21049406,24119294
321.0515703,0,0,0,0,0,0,0,0,,None,322.0588468,0,0,30298526,27171766,30187926,21836358,25390090,31194734,24100504,28439668,22745490,32713138,33742340,33763808,28342184,32997408,32638492,27387336,32192270,30126902,23187874,25132356,24438088,23041730,22230290,26906238,22786830,17531590,20961204,25849066,26870078,26368490,25944112,26883384,27394972,28510314,27848758,31188984
321.0598394,0,0,0,0,0,0,0,0,,None,322.0671159,0,1,0,0,0,0,0,0,0,0,0,0,6727155,6386128,0,0,0,6579651,6672131.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.061602,15,14,8,0,0,0,0,0,CHO,Lignin,322.0688785,-0.034395737,1,353743264,255019952,239796624,393437760,397532160,229752416,243949200,223970416,317235584,340994464,229752304,235057616,353187744,280936448,300492288,151504320,261150464,275485472,197030288,294755648,104711488,279111360,274261248,227491440,248546048,287939264,293955488,329592032,242131232,280685024,292180000,286078240,305546112,259483744,271015968,278079456
321.0729785,0,0,0,0,0,0,0,0,,None,322.0802549,0,0,109457808,105794464,103514488,106783280,110779384,98451040,86924928,99386464,99492216,108112272,94944728,99692984,122402688,101531640,110405112,69518776,93247216,102601512,88502664,105782576,65652016,103016104,89089264,94092896,101253888,100571824,107308960,104180936,99197200,97053120,99913728,96826640,92783464,102033496,105766944,105949152
321.0769644,0,0,0,0,0,0,0,0,,None,322.0842409,0,0,34222476,33459100,33923444,31416874,32029688,35372636,39009920,38831200,35496304,42477960,46628304,42160556,42956668,36650988,40379888,50644408,45627116,49681184,40210820,36298032,40142124,35743392,33752300,39681632,37569276,32307886,33851288,37964988,41353476,42109368,38326260,39859468,39420768,39815248,41205788,40683488
321.080975,0,0,0,0,0,0,0,0,,None,322.0882514,0,1,22614408,16800664,16433518,21725734,23747574,16686683,16715387,14820443,19386730,18626944,17239496,15524261,19523446,18022372,18236904,12895668,17139430,19030814,14483841,19959084,12072229,17295002,17544424,16309850,16253687,17365674,18507670,20356278,15331578,18057648,16306155,15994117,16151384,17066062,17682458,17041372
321.087963,0,0,0,0,0,0,0,0,,None,322.0952394,0,0,11803011,9264017,11616613,6904350.5,9004018,12516950,10733172,12426325,10795361,13572468,18132410,14668182,12961643,10966998,12705244,14075311,13825756,14955288,11407737,11416870,13681949,8398480,8996062,11435602,11795185,8114851.5,8994703,10837162,11884778,12177827,11560923,11463929,10478407,11872327,10278931,12277716
321.0920129,23,14,2,0,0,0,0,0,CHO,ConHC,322.0992894,0.28039442,1,0,0,0,0,0,0,0,6605905.5,0,6746476.5,0,0,7038819.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6901712.5
321.0979135,16,18,7,0,0,0,0,0,CHO,Lignin,322.1051899,0.195577745,1,116306296,103680904,94241112,138273296,138206192,98025040,116547176,98468944,131440984,120400224,109657512,94253440,126138200,110018496,117548488,96028072,111728336,126685968,122384752,130227488,73663760,120972928,124314832,102219336,114754280,114334360,124217224,136653984,108863696,127887760,118247360,112440552,109429552,110716992,110747656,112535496
321.107507,0,0,0,0,0,0,0,0,,None,322.1147835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7292165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.1093624,0,0,0,0,0,0,0,0,,None,322.1166389,0,0,60191092,61197180,59457864,62382600,64052196,58834504,56057440,57181252,63037764,44370256,46382480,47706476,53376840,43474860,47506868,40486304,47666876,49763080,63140196,64724244,49005828,63055476,57156800,60227128,59818720,56285840,58632056,56863876,60547256,60582264,58789800,51451092,44720920,52930612,47374332,51062720
321.1133847,0,0,0,0,0,0,0,0,,None,322.1206612,0,1,0,6682487.5,6510916,9163266,9188321,10268229,13688410,12559423,11082048,14678344,17689992,14791010,14444352,12324771,13739439,26699166,17794744,17335042,12861790,9098513,12797182,10180205,9841851,10464819,11674333,10652299,9998198,10665086,13488304,14797169,12730271,12547277,12579597,11929647,14258170,12785596
321.1174371,0,0,0,0,0,0,0,0,,None,322.1247135,0,0,6476140.5,0,0,7019006,7838686,7050818.5,7757398,6587451.5,6421818.5,6877505,7585151.5,7131482,7894841,0,7513511.5,7490971,8050354,8803071,8067417.5,7771406,0,6751847.5,7283893,6580782.5,7844569.5,7772807,7956338,7183479,0,7467369,7210902,6826182,0,0,6572021.5,8335288
321.134254,0,0,0,0,0,0,0,0,,None,322.1415305,0,0,44167520,47016804,46391592,46973420,45308884,41942584,50208324,47105068,50700580,45902116,47709532,41070904,54179612,49233784,54404488,53478800,49223324,58495728,66695496,55876864,48211172,55338576,56116380,53526044,51856076,52263544,50956128,53111896,50471040,53127496,55971696,46388392,44368604,47253532,48340964,45959080
321.1457422,0,0,0,0,0,0,0,0,,None,322.1530187,0,0,12521815,16022359,16576793,13150687,15383499,17079856,16072250,16753699,15167765,9120017,12565831,12876064,12527369,9232225,10802549,14030215,13371018,14111464,19169594,14386423,15918296,17917504,15205518,17174028,14394051,14576235,14313302,12432453,15687781,17615154,13991764,12428437,12180162,13817872,13234138,10069916
321.149744,0,0,0,0,0,0,0,0,,None,322.1570204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10429828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.155584,14,26,8,0,0,0,0,0,CHO,AminoSugar,322.1628604,-0.287518208,1,0,0,0,0,0,0,0,0,0,0,0,0,7604984.5,0,0,6917504.5,6545020.5,8467168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.1570526,0,0,0,0,0,0,0,0,,None,322.164329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6546734.5,0,7118026.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.1706213,0,0,0,0,0,0,0,0,,None,322.1778978,0,0,8400196,14717758,12919033,11835844,10957754,13262367,14941729,14699534,13680885,13644006,19004694,13146349,17172192,13063983,14224714,23922038,17077864,20751060,26677536,18775266,23192762,17038878,12950635,16362991,15344303,15383123,13498174,15662106,13936684,16980226,14645018,12917866,12366473,13518840,14393281,14858116
321.1920688,0,0,0,0,0,0,0,0,,None,322.1993453,0,0,0,0,0,0,0,0,0,0,0,0,0,6778049,6558395,0,0,8330599,8998473,10201793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7272364.5,0
321.2070119,0,0,0,0,0,0,0,0,,None,322.2142883,0,0,7095592.5,0,0,16734620,10944418,7053830.5,0,9007087,0,0,7208140.5,8482979,9447074,9721574,10214665,16622941,10876469,10762933,11847928,7574725,22512782,0,7117880.5,0,0,0,0,8263642.5,10360793,7972026,9371333,11160619,14311990,7694294,6618014,0
321.2103765,0,0,0,0,0,0,0,0,,None,322.217653,0,0,11684134,0,0,0,0,0,6639097.5,0,8825025,0,0,0,0,0,0,0,0,0,0,0,7079050.5,0,0,0,0,6873645,0,0,0,0,0,0,0,11259859,0,0
321.2201168,0,0,0,0,0,0,0,0,,None,322.2273933,0,1,0,0,0,0,0,0,6637040,0,0,23431314,24108210,18145416,19236492,22097612,13454578,11736404,10094114,8581802,7018730,0,11129983,14149082,0,0,0,0,0,16755652,36478908,156100768,13678247,9458709,15290904,15316937,0,6761300.5
321.4651213,0,0,0,0,0,0,0,0,,None,322.4723977,0,0,6645862.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.9101096,0,0,0,0,0,0,0,0,,None,322.9173861,0,0,0,0,0,0,6670804,0,0,0,0,0,6805355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.0027564,13,9,7,1,0,1,0,0,CHONS,ConHC,323.0100328,-0.187233558,1,15191770,14569478,14924997,12072513,13912472,12018687,9388793,11071836,11922635,13728631,9803449,9661034,12321154,14719172,16199596,7414600,11057653,10911795,7118249,8744525,0,11975091,10835960,11432475,10833958,11159361,13050912,10233486,9187550,10103496,12402604,13516525,13542203,12481782,11832484,12508277
322.0205652,0,0,0,0,0,0,0,0,,None,323.0278417,0,0,68513488,86870008,89914544,60907052,67770768,75348976,43072232,62554444,56941748,72770392,40892056,61090376,79917416,96352416,101490576,35119932,68899296,58413092,35515800,56629824,21979348,72606104,58253280,71416328,67633176,74422064,81552400,55780976,55662776,49406632,82593672,79736528,86883088,70657256,72440976,82535528
322.0284775,0,0,0,0,0,0,0,0,,None,323.035754,0,2,25767624,29710318,29850788,25316902,28277128,25275374,17865442,24068422,24022188,28156748,16463496,22846008,33321304,33421458,35979136,12473143,24441298,25481246,14110094,23398970,7332043.5,27263376,21983190,24898044,25931794,34756392,30229512,24110692,21891238,21709464,32728946,31203010,34364164,25474272,28130444,31679580
322.0315752,0,0,0,0,0,0,0,0,,None,323.0388517,0,1,11722437,13420522,14515360,8755746,10832261,9767917,7758558,10101061,8909991,10199880,7644802,9826866,11665748,12214412,12615547,0,9308623,8259612,6643083,10770999,0,10035596,7796689.5,9415161,10682384,8877862,11922437,9514590,9312415,8645266,9674604,10104509,10435324,9907420,10644617,10919002
322.0356305,17,9,6,1,0,0,0,0,CHON,ConHC,323.042907,0.247742715,1,76115648,66455528,74284184,55074332,65476996,74169320,59513564,68796736,58465444,72524608,70858360,73198120,71020880,77641864,83631992,64078644,78860744,71110680,45682056,60348980,44753092,60187016,58761164,72808952,54403084,48944932,56583168,59713112,59644056,60547724,68323168,67727032,68451056,71001304,69311624,80274520
322.0390618,14,13,6,1,0,1,0,0,CHONS,Lignin,323.0463383,0.060485096,1,9569983,0,0,7315994.5,0,0,0,0,7093406,0,0,0,0,0,0,0,0,0,0,7970353,0,0,0,0,0,0,0,7925330,7078030.5,0,0,0,0,0,0,0
322.0397982,0,0,0,0,0,0,0,0,,None,323.0470747,0,1,0,8945634,9169046,0,7456128,8367079.5,6506198.5,8289598,0,7987002.5,7873138.5,9433634,8864071,10336380,8460141,0,7614916,7601173.5,0,0,0,7811457.5,6830023,7052783.5,7477257.5,7450398.5,8266749.5,0,0,7263874.5,8189785.5,7978671.5,9198313,7573717,7294081.5,8437843
322.0471454,0,0,0,0,0,0,0,0,,None,323.0544219,0,1,25628346,22304732,26197132,18771474,21887356,25013218,21297872,23937336,19758228,28205870,27276900,29010452,23793978,26151022,27152224,20378412,26689978,22741008,17784186,22141482,18682038,18981240,20983740,21965288,17637380,15529752,20534262,20862532,21764220,21271156,22689610,21819044,22690522,23479502,23870586,27513932
322.0485235,14,14,6,1,0,0,1,0,CHONP,Lignin,323.0557999,0.228329527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6895796.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.0552714,0,0,0,0,0,0,0,0,,None,323.0625479,0,0,0,0,0,0,0,0,0,0,0,7082785,7145045,6922755.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6964292.5
322.056984,0,0,0,0,0,0,0,0,,None,323.0642605,0,0,179285680,155273168,151911552,177298944,180279664,137378784,113105608,132088112,148479104,166273824,116471376,134130176,174076208,155203680,167714640,82723624,135188912,135958544,100298096,145660448,63881388,151511408,131981232,137411040,141787136,149853968,158688240,153888304,128292968,132735584,160646960,152710800,158284480,149710016,160324720,162735168
322.0679974,13,13,7,3,0,0,0,0,CHON,Lignin,323.0752739,0.235039291,2,35507884,38881224,39591024,33177084,38386028,35126228,28515004,35094824,32046202,33973004,31733308,35531244,35393816,30464070,34520892,20001566,27472286,26791936,28945764,35166748,23298206,35520860,28209056,30783950,35397620,33593092,35496932,32933410,34650192,32866894,33081114,32870018,29571756,30729404,28982376,32908344
322.0719821,0,0,0,0,0,0,0,0,,None,323.0792586,0,0,38678184,39749572,41131116,34545144,36968812,40623060,40147640,41132324,37387380,50111236,50198068,49990116,45846804,43292736,47415096,43082524,45617560,46977020,36883808,38738456,40116376,37159256,34668444,39942604,37543920,32208640,35914720,41764380,44193864,44819016,40191760,41660028,41589412,41854136,41794660,43992116
322.076108,0,0,0,0,0,0,0,0,,None,323.0833845,0,1,12621476,12337087,12026984,12879347,13060456,11168720,10539700,12591393,10609776,11225855,11998765,12446170,14414092,12531766,13332272,8160024.5,10965396,12343289,9499997,11629076,8034452.5,11713873,10733462,10080710,12677102,11964157,12528604,11425300,13015101,11672127,11902728,12199540,12067481,12348596,12412000,11990065
322.0802456,0,0,0,0,0,0,0,0,,None,323.087522,0,1,0,0,7036002.5,0,0,6660045.5,8043184.5,0,7267434.5,8374008.5,8429093,8348114.5,8951046,0,9135913,9546518,9478542,10196982,7521624,7426577.5,0,7592267.5,0,6586817,6668267,0,6498264,7089677.5,9678900,8483383,8247039,7130733,7703184.5,7382192.5,8952924,7344173.5
322.0933897,0,0,0,0,0,0,0,0,,None,323.1006662,0,0,96611992,68994992,68090960,101735904,102029664,70876104,76143264,70762768,92839000,81470176,75101704,69331384,84422896,74086424,76504848,59851532,79024512,83218408,70053192,85957128,48627840,84304184,84402048,72563120,80379872,77649648,84960200,95200760,67000344,79585824,76793568,74608216,73661040,76407976,81665104,86139936
322.1013677,0,0,0,0,0,0,0,0,,None,323.1086441,0,1,20156050,17268646,15608903,23858648,22104408,15944640,20724380,17826060,22514768,21398230,19670524,16275881,21127396,18806790,19853062,16089864,19911026,22003686,20311362,21027328,14303352,20697392,21835636,18110888,20168668,18745062,20485060,22881770,18913286,21312016,20158160,17557066,18217570,18711710,18603080,19518490
322.1044419,14,17,6,3,0,0,0,0,CHON,Lignin,323.1117183,0.052503234,1,53685904,56215460,58113092,54255060,60823896,54754240,48372376,54558984,56515660,38724304,41367032,42256804,44724448,36272128,42360576,31286022,36966764,38981604,56683840,57678336,44580980,54214956,47562608,51820964,55312344,50181860,53126080,49948132,52434944,58614280,49211080,47164996,42474076,43869340,41442372,40371224
322.1083747,0,0,0,0,0,0,0,0,,None,323.1156511,0,0,8261261,7315360,8049726.5,7472593,9363796,8776636,11375254,10389767,10069063,11858635,15357423,12884379,12812504,10209272,13246202,17298180,13973865,13836256,10165563,8106491.5,12746864,8884518,7538539,8815008,9041878,8709855,9483198,9684447,11149303,11989506,10161857,10489407,8584787,9682071,10492994,11670548
322.1124519,0,0,0,0,0,0,0,0,,None,323.1197284,0,1,8695434,7690140,7853113.5,7415244.5,8501585,7580601,8329874,8407299,7102530.5,0,0,0,7436498,0,6601459,0,0,6483933,7030070.5,8190456.5,0,8624417,7411557.5,6631835.5,8403923,7960283.5,7445434,7593432,9189357,7541242.5,6481591.5,6784568,0,7416979.5,0,7810064.5
322.1297737,0,0,0,0,0,0,0,0,,None,323.1370501,0,0,21614206,21919628,21343268,25566650,23251270,23141294,25377410,24453366,26123308,25903784,25572806,23296370,26910902,24319950,27049686,26796790,28119372,29708240,28937508,25786858,21631064,26870026,25665358,26171784,24788934,25736908,27050922,27313596,25507784,26288602,24798864,23445020,21441060,26461316,25992238,23913472
322.1331666,0,0,0,0,0,0,0,0,,None,323.1404431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8833492,0,0,0,0,0,0
322.1378147,0,0,0,0,0,0,0,0,,None,323.1450912,0,0,10040952,9682820,9821209,9680306,10590529,9579433,9792122,10031343,10546211,9134747,10270135,9611618,11235497,9074623,9621192,9388785,10459458,11968457,15416604,11086309,9689166,10891519,11116356,10920318,10598336,10288836,10216354,10442158,9416630,10002892,10489471,9233934,8503826,9661565,9384998,9454585
322.1408881,15,21,5,3,0,0,0,0,CHON,Lignin,323.1481645,-0.135287475,1,18239094,19433344,19631126,20020654,19519806,19528616,18676344,19079404,19495966,15198870,18105778,18405724,19607716,12855225,15605443,17425134,17043774,16494535,24939802,20998626,24784970,19222778,17522496,18254202,18751422,17315522,17806240,18507176,20948912,22004166,17249912,16141833,14215692,16147578,15027236,16561142
322.1661156,0,0,0,0,0,0,0,0,,None,323.173392,0,0,0,6984552.5,6933493.5,6997396,0,7093143,6799967.5,8542424,0,7652973,7603585.5,7719211,8771708,8505225,7277208.5,11784926,8229148,10821555,13069567,7591375,11370541,8390874,7683870,8184157.5,8275882.5,6812330,7261064,8002943,8132472,7786903,7556672,7507423.5,6431188.5,7878755.5,8121356,6759391.5
322.1741969,0,0,0,0,0,0,0,0,,None,323.1814733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6664921.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.2233072,0,0,0,0,0,0,0,0,,None,323.2305837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20873516,0,0,0,0,0,0
322.8510275,0,0,0,0,0,0,0,0,,None,323.858304,0,0,11377789,7221471.5,9592992,10678987,14006140,11264495,13330411,14569154,14010558,13872685,13525125,9460751,0,7331451,0,30531892,16133542,11255213,15669827,15271883,27884844,0,7879581,9602643,7722423,8909892,8036635,7175463,6512056,10290354,0,0,7734294,11516431,12077472,11241857
322.9627573,0,0,0,0,0,0,0,0,,None,323.9700337,0,1,0,0,0,0,0,8479147,13916039,15511150,10983481,0,9033657,15766334,0,0,0,11550960,19627290,7127386.5,0,0,0,0,6863630,6677974.5,7525736,10095586,8726712,0,10100941,0,0,0,0,13775281,16431421,12300577
322.9866342,13,8,8,0,0,1,0,0,CHOS,ConHC,323.9939107,0.238309201,2,12567584,11058274,12070906,10756672,11812648,10795421,0,8336987.5,9572381,10036570,0,0,11260791,12781953,12163415,0,8975611,9063753,0,0,0,11076781,10017519,9991612,9188695,9245645,10057891,8018000,7046298.5,0,12689223,10922174,11655929,9114012,10058024,9863437
323.0021552,0,0,0,0,0,0,0,0,,None,324.0094317,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6565095.5,6750525.5,0,0,0,0,0,6493610.5,0,0,0,0,0,0,0,0,0,0,0,0
323.0046457,0,0,0,0,0,0,0,0,,None,324.0119221,0,1,110898192,216613968,235206624,116841008,132208416,173521296,87971680,172981840,133797896,94903616,43560812,105620208,217262944,253079904,252123456,73416920,178572512,152800576,71297448,122885976,31775874,208854160,137288416,187774368,217480528,288068544,277176480,118759472,142086256,118905760,234766112,239413408,266613456,211313040,223500576,240984320
323.0156487,12,8,9,2,0,0,0,0,CHON,ConHC,324.0229252,0.168801397,2,0,0,8488919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7047091.5,7205001.5,0,0,0,0,0,0,0,0,0
323.0196295,17,8,7,0,0,0,0,0,CHO,ConHC,324.026906,0.298225366,2,121089032,115852352,125499344,101833248,116348688,127449480,102618968,114425408,100538360,127966504,98414416,115090136,132426568,147599680,165189920,101925072,146427088,141430064,66627992,94476112,56015988,114449536,106814152,137311632,103808320,110007216,111141000,96821272,104239192,98524040,139149056,139307152,142783152,145613184,139155728,161587440
323.022975,0,0,0,0,0,0,0,0,,None,324.0302515,0,0,13087750,10398784,0,11784731,10862353,8417671,9271121,9653824,11220978,0,6536012,0,12063552,0,0,0,0,9731374,8070550.5,11808588,0,11371647,9759425,9581971,0,10408877,0,10336279,8328270.5,9142143,12025593,12140677,0,9410942,10428681,0
323.0236533,0,0,0,0,0,0,0,0,,None,324.0309297,0,0,0,0,10868685,0,0,0,0,0,0,0,0,7767756.5,0,12756284,13426971,0,0,0,0,0,0,0,0,0,9540925,0,11548803,0,0,0,0,0,11567788,0,0,0
323.0309603,16,8,6,2,0,0,0,0,CHON,ConHC,324.0382367,-0.002254809,1,60582912,51512376,56866756,44079636,49493772,55802244,46962508,52313660,45086696,58858772,52850492,59220672,55569204,63631664,65591568,43368648,59509956,52038952,31353230,45864776,32324710,43629684,43989688,53917068,40566072,37163944,42549372,46776328,45944892,45603696,53313256,52553848,55095964,55484792,55744768,64430312
323.039251,0,0,0,0,0,0,0,0,,None,324.0465275,0,0,11258875,11467825,13227962,8806923,10802951,12351869,10864451,10618420,9979871,11955465,12152622,13181616,13081383,12454176,14981378,11563203,14384313,11918627,7240070.5,9426752,8809565,10329194,10361516,11707777,9456947,0,0,0,9607212,9177954,11263703,10473580,11944587,11577712,11852026,13951200
323.0410058,0,0,0,0,0,0,0,0,,None,324.0482823,0,0,395815936,221529136,220002224,413620736,385210112,202488192,205018944,180715056,293378016,283057408,161460016,185770672,285158176,263762208,267786496,105169088,220777648,204377376,135031168,239900480,67239000,221371488,268753568,184366464,199785776,250647456,248406128,292626432,184586288,205577056,264126160,253175920,285880960,226517360,236542208,255795424
323.0521365,13,12,8,2,0,0,0,0,CHON,Lignin,324.059413,-0.146827666,1,63450100,68125736,69007272,61381116,65771264,61487476,40679224,57048620,54908880,63839476,48082712,57270936,63974164,65663240,67410160,31539388,50449576,47025432,39971192,56170296,25558094,60316760,49371804,54850932,60685608,59642772,70246504,58482664,55201808,54074188,65355452,62711896,62943856,57221476,60774640,65085652
323.0560528,18,12,6,0,0,0,0,0,CHO,ConHC,324.0633293,0.181559847,1,145894384,136987680,143456160,130669048,138860288,143931760,140760880,145784352,141203408,181083376,150056720,157393552,172763920,158380288,173086944,132038840,174902432,180718864,117598584,131209016,95042632,139746384,135289488,148059504,139820320,125178768,140697696,148185056,151621648,161798976,164052656,160639056,167785072,158753120,159406320,165028048
323.0600623,0,0,0,0,0,0,0,0,,None,324.0673388,0,0,0,15395870,16152481,19892726,20575994,14662001,11423537,15670820,16123846,15813865,10684169,13566601,17447688,18845946,18450658,7995574.5,13806751,14269716,12417394,0,6456390,15264848,15792786,14304618,14939428,15643533,16965730,16879580,13234177,14330685,15013547,15910988,17306208,14586207,16816360,17400014
323.0618334,0,0,0,0,0,0,0,0,,None,324.0691099,0,0,0,0,0,0,0,0,0,0,0,22621414,25374470,12384902,16911108,6469878.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13152217,13492221,16190266,0,0,0,0,0,0
323.0631657,22,13,1,0,0,0,1,0,CHOP,ConHC,324.0704421,-0.125188607,2,8657899,11453467,11751325,9015795,9326328,10279279,7890734,10004002,8406979,0,8390403,0,9595650,8128756,8540380,0,6435995.5,6954257.5,8436079,9914159,0,8541260,7541390,8923495,9915682,8338314,9453664,8847319,10291194,9149239,6532772,0,0,0,8526053,0
323.0672493,17,12,5,2,0,0,0,0,CHON,ConHC,324.0745258,0.295352108,1,42593256,37897240,41760664,34028016,37713652,41171308,39712556,41205280,36837308,51264732,51031804,52060796,45837052,45060332,48142548,37879988,45706392,43896080,33376618,38418220,37821504,33389638,31611528,39712100,36781344,29442950,34332764,41082832,44904432,43940656,39591580,39962688,41423440,40231256,38901984,46604488
323.0755751,0,0,0,0,0,0,0,0,,None,324.0828515,0,0,0,0,0,0,0,0,7950115,0,0,9497809,9625325,9525868,8266479.5,7758045,9212105,7796909,8545420,7226632.5,0,0,7099445.5,6611004,0,0,7804185,6470527.5,6519893,0,9277408,7918369,7495305.5,7514163.5,8497728,8221010,7911642.5,9226433
323.0773471,0,0,0,0,0,0,0,0,,None,324.0846235,0,0,210611168,133907472,120715144,235166176,223205104,130824552,164648736,129269272,194942896,201661648,151301872,137470576,191245040,150810848,159193280,97763504,147016848,159419648,131852640,180000544,74333232,155081792,171891328,126629208,142179600,155390848,161013840,206184384,145493984,174119712,160611968,158738480,165229120,146301264,149379296,147759296
323.0885794,0,0,0,0,0,0,0,0,,None,324.0958559,0,0,111061976,88327168,87619456,112122328,116348648,82901344,82728728,83099152,100407208,80370880,74395352,78275160,90319576,75362504,83007664,56541348,72404088,76795136,76736856,94377760,51002408,89578536,86792816,81622344,86867216,85169016,93937736,96608176,78729160,87874312,89243248,83503136,77165096,78651720,80500944,82583736
323.0925158,19,16,5,0,0,0,0,0,CHO,Lignin,324.0997923,-0.057612969,1,29166550,28288000,29808504,33577428,32798438,34240860,40646420,38632972,33511328,45726904,46624464,41607756,45992660,36098236,40147116,55754916,51268728,49614076,39741776,32454426,36977700,34921512,34126440,36033860,36470028,34018160,34578504,37027752,38825916,45906692,39312996,37324824,36721180,37577028,42195148,39190708
323.0965164,0,0,0,0,0,0,0,0,,None,324.1037929,0,1,12477396,8252412.5,9127796,13988305,12523236,9228635,9987856,9117193,12244891,10435761,9066183,8942150,0,11020471,9249959,7172257,9911410,9848057,9310541,10163991,6915102.5,10646561,9652835,8919362,8944907,10765165,11155523,12543907,8501173,9127676,10692189,10154003,9662996,10481984,10334408,9998511
323.0995948,0,0,0,0,0,0,0,0,,None,324.1068713,0,1,13407186,17380346,15746929,14508494,16598754,16882010,13397774,17272326,15005592,13495468,13995713,14299712,14035659,11870385,12486818,9873567,12401774,11517175,16992586,17389332,14769179,14253085,13431391,13905214,15553800,13861739,16564288,14679966,16641966,17582838,14616151,15312910,13834766,13267262,12779718,14110893
323.1036074,0,0,0,0,0,0,0,0,,None,324.1108839,0,0,7920591,0,0,6726089.5,6775519.5,7936342.5,9148170,7553540,7483283,8583334,11022010,10584633,9867973,8201385.5,7457948,11235485,9675881,8774900,8421702,0,10030103,0,0,7773498,7703813.5,0,8097852.5,7909272,8734630,9695984,0,8671240,8195589.5,8984890,8073410.5,10109097
323.1136705,16,20,7,0,0,0,0,0,CHO,Lignin,324.120947,-0.135766963,1,63974344,61277164,53229408,77666752,77567704,56981840,68982528,62225916,78108552,78601368,73133736,61841956,80177848,62075032,67541128,64127128,70814816,79301872,82929984,80729864,50265100,71261192,75258448,60388656,65846528,67965792,70098992,82747272,67112848,77617888,68058680,63154168,64680432,64217392,67082424,66117792
323.1170953,0,0,0,0,0,0,0,0,,None,324.1243718,0,0,0,0,0,0,0,0,0,0,7085955,6628497,0,0,6531760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7049090.5,0,0,0,0,0,0,0,0
